travelcode,usercode,name,place,days,price,total,date
42612.0,415.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-09-30
42614.0,415.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-10-14
42620.0,415.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-11-25
42625.0,415.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-12-30
42628.0,415.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-01-20
42629.0,415.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-01-27
42637.0,415.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-03-24
42640.0,415.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-04-14
42641.0,415.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-04-21
42642.0,415.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-04-28
42644.0,415.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-05-12
42648.0,415.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-06-09
42649.0,415.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-06-16
42653.0,415.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-07-14
42654.0,415.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2022-07-21
42657.0,416.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-09-26
42658.0,416.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-10-03
42660.0,416.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-10-17
42667.0,416.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-12-05
42669.0,416.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-12-19
42670.0,416.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-12-26
42673.0,416.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-16
42674.0,416.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-01-23
42677.0,416.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-13
42684.0,416.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-04-02
42685.0,416.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-04-09
42689.0,416.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-05-07
42691.0,416.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-05-21
42694.0,416.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-06-11
42695.0,416.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-06-18
42696.0,416.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-06-25
42697.0,416.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-02
42698.0,416.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-07-09
42701.0,416.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-07-30
42702.0,416.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-08-06
42704.0,416.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-08-20
42708.0,416.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-09-17
42709.0,416.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-09-24
42713.0,416.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-10-22
42715.0,416.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-11-05
42719.0,416.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-12-03
42720.0,416.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-12-10
42723.0,416.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-12-31
42726.0,416.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-01-21
42728.0,416.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-02-04
42735.0,416.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-03-25
42736.0,416.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-04-01
42744.0,416.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-05-27
42750.0,416.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-07-08
42751.0,416.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-07-15
42752.0,416.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-22
42755.0,416.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-08-12
42758.0,416.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-09-02
42767.0,416.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-11-04
42768.0,416.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-11-11
42770.0,416.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-11-25
42773.0,416.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-12-16
42774.0,416.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-12-23
42776.0,417.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-03
42782.0,417.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-11-14
42785.0,417.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-12-05
42788.0,417.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-26
42790.0,417.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-01-09
42794.0,417.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-02-06
42796.0,417.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-02-20
42802.0,417.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-04-02
42804.0,417.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-04-16
42806.0,417.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-04-30
42807.0,417.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-05-07
42808.0,417.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-14
42809.0,417.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-05-21
42812.0,417.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-06-11
42817.0,417.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-07-16
42818.0,417.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-07-23
42822.0,417.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-08-20
42823.0,417.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-08-27
42836.0,417.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-11-26
42837.0,417.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-12-03
42839.0,417.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-12-17
42848.0,418.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-09-26
42849.0,418.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-10-03
42857.0,418.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-11-28
42859.0,418.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-12-12
42864.0,418.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-16
42867.0,418.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-02-06
42869.0,418.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-02-20
42871.0,418.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-03-05
42880.0,418.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-05-07
42882.0,418.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-05-21
42886.0,418.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-06-18
42887.0,418.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-06-25
42896.0,418.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-08-27
42912.0,418.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-12-17
42916.0,418.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-01-14
42919.0,418.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-02-04
42920.0,418.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-02-11
42922.0,418.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-02-25
42927.0,419.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-10-10
42930.0,419.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-10-31
42933.0,419.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-11-21
42937.0,419.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-19
42939.0,419.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-02
42949.0,419.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-03-12
42950.0,419.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-19
42953.0,419.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-04-09
42956.0,419.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-04-30
42959.0,419.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-05-21
42966.0,419.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-07-09
42968.0,419.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-07-23
42974.0,419.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-09-03
42977.0,419.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-24
42986.0,419.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-11-26
42987.0,419.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-12-03
42988.0,419.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-12-10
42989.0,419.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-12-17
42990.0,419.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-12-24
42991.0,419.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-12-31
42999.0,419.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-02-25
43005.0,419.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-04-08
43006.0,419.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-04-15
43007.0,419.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-04-22
43009.0,419.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-05-06
43018.0,419.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-07-08
43021.0,419.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-07-29
43022.0,419.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-08-05
43025.0,419.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-08-26
43027.0,419.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-09-09
43030.0,419.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-09-30
43034.0,419.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-10-28
43035.0,419.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-11-04
43036.0,419.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-11-11
43039.0,419.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-12-02
43042.0,419.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-12-23
43043.0,419.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-12-30
43048.0,419.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-02-03
43050.0,420.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-09-26
43055.0,420.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-31
43059.0,420.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-11-28
43061.0,420.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-12-12
43065.0,420.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-09
43070.0,420.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-02-13
43071.0,420.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-02-20
43073.0,420.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-03-05
43079.0,421.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-10-03
43081.0,421.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-10-17
43086.0,422.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-10-17
43087.0,422.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-10-24
43097.0,422.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-02
43110.0,422.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-04-02
43114.0,422.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-04-30
43120.0,422.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-06-11
43121.0,422.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-06-18
43125.0,422.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-07-16
43138.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-10-15
43139.0,422.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-10-22
43140.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-10-29
43141.0,422.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-11-05
43143.0,422.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-11-19
43144.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-11-26
43146.0,422.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-12-10
43147.0,422.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-12-17
43148.0,422.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-12-24
43157.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-02-25
43160.0,422.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-03-18
43162.0,422.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-04-01
43164.0,422.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-04-15
43166.0,422.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-04-29
43167.0,422.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-05-06
43169.0,422.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-05-20
43170.0,422.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-05-27
43172.0,422.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-06-10
43174.0,422.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-06-24
43176.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-07-08
43177.0,422.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-07-15
43178.0,422.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-07-22
43181.0,422.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-08-12
43184.0,422.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-09-02
43188.0,422.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-09-30
43189.0,422.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-10-07
43191.0,422.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-10-21
43198.0,422.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-12-09
43202.0,422.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-01-06
43210.0,422.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-03-03
43218.0,422.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-04-28
43223.0,422.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-06-02
43227.0,422.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-06-30
43228.0,422.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-07-07
43229.0,422.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-07-14
43231.0,422.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2022-07-28
43234.0,422.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2022-08-18
43245.0,422.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-11-03
43248.0,422.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-11-24
43251.0,422.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-12-15
43252.0,422.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-12-22
43256.0,422.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2023-01-19
43259.0,422.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2023-02-09
43264.0,422.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2023-03-16
43266.0,422.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2023-03-30
43272.0,422.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2023-05-11
43273.0,422.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2023-05-18
43275.0,422.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2023-06-01
43276.0,422.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2023-06-08
43280.0,422.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2023-07-06
43284.0,423.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-10-03
43287.0,423.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-24
43290.0,423.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-11-14
43291.0,423.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-11-21
43299.0,423.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-16
43308.0,423.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-03-19
43314.0,423.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-30
43316.0,423.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-05-14
43319.0,423.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-06-04
43321.0,423.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-06-18
43322.0,423.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-06-25
43323.0,423.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-07-02
43325.0,423.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-07-16
43326.0,423.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-07-23
43329.0,423.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-13
43331.0,423.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-08-27
43333.0,423.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-10
43338.0,423.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-10-15
43340.0,423.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-10-29
43342.0,423.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-11-12
43347.0,423.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-12-17
43350.0,423.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-01-07
43351.0,423.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-01-14
43354.0,423.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-02-04
43355.0,423.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-02-11
43358.0,423.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-03-04
43378.0,424.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-01-02
43380.0,424.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-01-16
43381.0,424.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-01-23
43383.0,424.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-02-06
43384.0,424.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-02-13
43386.0,424.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-02-27
43390.0,424.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-03-26
43396.0,424.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-05-07
43399.0,424.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-05-28
43406.0,424.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-07-16
43409.0,424.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-06
43415.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-10-03
43417.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-10-17
43419.0,425.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-10-31
43421.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-14
43427.0,425.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-12-26
43428.0,425.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-01-02
43429.0,425.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-01-09
43430.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-16
43431.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-23
43432.0,425.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-30
43433.0,425.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-06
43434.0,425.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-02-13
43436.0,425.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-02-27
43449.0,425.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-05-28
43454.0,425.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-07-02
43456.0,425.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-07-16
43461.0,425.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-08-20
43462.0,425.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-08-27
43467.0,425.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-10-01
43468.0,425.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-10-08
43469.0,425.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-10-15
43471.0,425.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-10-29
43475.0,425.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-11-26
43479.0,425.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-24
43480.0,425.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-31
43485.0,425.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-02-04
43490.0,425.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-03-11
43491.0,425.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-03-18
43492.0,425.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-03-25
43497.0,425.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-29
43503.0,425.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-06-10
43508.0,425.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-07-15
43516.0,425.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-09-09
43517.0,425.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-09-16
43518.0,425.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-23
43522.0,425.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-10-21
43526.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-11-18
43531.0,425.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-12-23
43532.0,425.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-12-30
43534.0,425.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-01-13
43551.0,425.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-05-12
43552.0,425.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-05-19
43556.0,425.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-06-16
43560.0,426.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-10-17
43562.0,426.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-10-31
43566.0,426.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-28
43568.0,426.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-12-12
43569.0,426.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-12-19
43571.0,426.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-01-02
43572.0,426.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-01-09
43573.0,426.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-01-16
43574.0,426.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-01-23
43575.0,426.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-01-30
43576.0,426.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-02-06
43577.0,426.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-13
43580.0,426.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-03-05
43581.0,426.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-03-12
43582.0,426.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-03-19
43585.0,426.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-04-09
43592.0,426.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-05-28
43596.0,426.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-06-25
43603.0,426.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-08-13
43605.0,427.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-09-26
43606.0,427.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-10-03
43609.0,427.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-10-24
43612.0,428.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-10-03
43614.0,428.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-10-17
43615.0,428.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-10-24
43616.0,428.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-10-31
43617.0,428.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-11-07
43626.0,428.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-09
43627.0,428.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-01-16
43629.0,428.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-30
43630.0,428.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-02-06
43633.0,428.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-02-27
